120,10.49254,2.31739,0.02099
220,-3.40815,-1.64109,0.00739
310,0.96936,10.36277,0.02033
250,20.01518,9.00673,0.04287
470,27.97593,-4.60605,0.05538
440,36.35414,25.35224,0.08656
400,17.89938,-11.07356,0.04111
200,25.13917,6.62416,0.05078
50,20.47317,1.00288,0.04003
140,25.33222,5.61157,0.05068
270,-6.56662,-4.65908,0.01573
170,32.77261,-7.78986,0.06579
40,11.00155,1.18788,0.02161
340,17.0748,-30.07898,0.06755
260,23.8508,2.69579,0.04688
410,9.1167,4.562,0.01991
290,32.9206,-7.23342,0.06583
10,31.73792,13.09279,0.06706
80,24.14352,-2.25121,0.04736
190,7.18376,19.32001,0.04026
480,18.03037,3.47052,0.03586
330,37.41262,1.81824,0.07316
360,25.07931,7.85714,0.05133
390,19.39074,-12.75423,0.04533
30,17.89905,19.08908,0.05111
320,24.25687,3.13486,0.04777
20,15.99981,-2.28102,0.03157
420,15.63807,10.48997,0.03678
370,17.37689,3.86102,0.03477
460,11.54995,19.60872,0.04445
280,-4.66022,-0.47992,0.00915
90,16.90576,-18.14292,0.04843
450,22.43629,-8.16131,0.04663
430,15.05215,-2.59151,0.02983
180,13.88702,-16.69152,0.04241
60,27.36045,-17.61638,0.06356
210,31.4858,-7.24884,0.0631
350,15.75788,0.20295,0.03078
490,19.88238,-27.2379,0.06586
100,16.67535,3.2454,0.03318
240,31.68881,4.79684,0.0626
130,34.98793,-4.25555,0.06884
70,16.53532,-4.24259,0.03334
110,12.58945,4.6856,0.02624
150,15.51788,1.30022,0.03041
230,37.98998,2.86229,0.07441
380,20.95721,0.66708,0.04095
300,38.98188,21.47229,0.08692
160,24.95858,-2.35301,0.04896
