335,1.79606,15.99875,0.03144
348,15.03248,20.90064,0.05028
425,3.42685,-11.53194,0.0235
448,12.35664,6.46373,0.02724
474,10.23546,-0.71137,0.02004
310,-0.17235,-1.95724,0.00384
183,-13.54278,-6.40985,0.02926
231,7.96562,-2.90686,0.01656
194,-25.25024,37.55515,0.08839
163,3.32988,-5.88153,0.0132
251,7.74476,-8.43147,0.02236
261,10.0375,-11.89083,0.03039
366,-4.72598,-17.37085,0.03516
102,-13.94254,24.54796,0.05514
210,-2.98076,-0.67415,0.00597
126,2.21077,20.19001,0.03967
72,1.62452,10.90601,0.02154
197,-1.6468,13.46573,0.0265
195,-4.96236,13.94462,0.02891
7,3.74479,-2.04346,0.00833
266,-11.1587,15.16682,0.03678
436,16.21199,2.09543,0.03193
297,2.64447,-7.88675,0.01625
14,5.96332,-15.45238,0.03235
315,-9.39315,-8.5356,0.02479
399,-10.69917,-21.46373,0.04684
56,4.00325,-19.66237,0.03919
164,8.47566,7.46171,0.02206
132,19.44013,-17.46137,0.05104
222,20.46251,-13.15134,0.04751
494,-23.933,23.83257,0.06597
11,3.43627,-3.25312,0.00924
431,0.3349,-11.21521,0.02191
415,11.24818,-15.18904,0.03692
405,0.91915,-37.38562,0.07304
450,-2.65456,0.33598,0.00523
146,4.29735,-17.58164,0.03535
353,7.69307,-0.4725,0.01505
470,-1.54447,1.54745,0.00427
148,-8.26152,-6.91652,0.02104
377,1.50183,-7.87821,0.01566
334,-34.14315,22.74112,0.08012
360,-2.46478,1.2327,0.00538
147,7.26941,-1.13942,0.01437
115,6.26225,4.80338,0.01541
277,11.74264,-6.14923,0.02589
374,18.18822,-10.5544,0.04107
139,9.04853,0.44051,0.01769
100,0.48891,-0.83742,0.00189
